country,admin,max_temperature,min_temperature,avg_temperature
Sudan,White Nile,307.64844,294.6189,302.88522
Swaziland,Hhohho,298.67017,289.40894,294.44806
Swaziland,Lubombo,298.92798,290.4441,295.05597
Swaziland,Manzini,297.45728,288.1433,293.23126
Swaziland,Shiselweni,297.01782,287.458,292.67056
Togo,Centrale,303.20337,297.56885,299.73483
Togo,Kara,305.2932,298.52588,301.0226
Togo,Maritime,303.0547,298.60645,300.64777
Togo,Plateaux,302.3811,297.5747,299.749
Togo,Savanes,306.30103,299.1006,301.77213
Tunisia,Ariana,301.4834,286.1267,292.7394
Tunisia,Beja,300.00098,285.10132,291.59488
Tunisia,Ben Arous,299.70996,287.1775,292.32242
Tunisia,Bizerte,301.4834,286.1267,292.7394
Tunisia,Gabes,304.15918,285.57593,294.89923
Tunisia,Gafsa,304.14746,283.29663,293.07794
Tunisia,Jendouba,299.25488,286.8689,292.08624
Tunisia,Kairouan,302.88965,284.54077,292.7026
Tunisia,Kasserine,302.2959,282.0525,291.45163
Tunisia,Kebili,305.85645,285.11304,295.11374
Tunisia,Le Kef,301.5869,282.81616,291.41843
Tunisia,Mahdia,301.1787,286.38843,293.24185
Tunisia,Manouba,301.4834,286.1267,292.7394
Tunisia,Medenine,303.97754,286.61108,295.24948
Tunisia,Monastir,302.792,286.72632,293.93423
Tunisia,Nabeul,301.083,285.7146,292.36813
Tunisia,Sfax,303.68848,285.64038,294.41275
Tunisia,Sidi Bouz,302.72754,283.01733,291.96628
Tunisia,Siliana,301.5869,282.81616,291.41843
Tunisia,Sousse,302.12988,286.28687,293.25568
Tunisia,Tataouine,303.9287,285.0271,294.48615
Tunisia,Tozeur,304.76074,282.22632,293.14615
Tunisia,Tunis,301.4834,286.1267,292.7394
Tunisia,Zaghouan,302.03613,284.3064,292.2018
Uganda,Abim,299.6892,295.68066,297.44318
Uganda,Adjumani,302.00195,297.5459,299.46286
Uganda,Agago,296.73657,294.58887,295.57828
Uganda,Alebtong,299.01758,295.41504,296.95035
Uganda,Amolatar,298.70117,295.78223,296.94333
Uganda,Amudat,298.98047,295.25293,297.35593
Uganda,Amuria,299.01758,295.41504,296.95035
Uganda,Amuru,302.00195,297.5459,299.46286
Uganda,Apac,298.74414,295.81348,296.95944
Uganda,Arua,299.31836,294.88965,296.8571
Uganda,Budaka,296.72046,295.333,295.87643
Uganda,Bududa,289.40625,287.37988,288.38068
Uganda,Bugiri,296.54102,294.5713,295.41354
Uganda,Buhweju,294.47852,292.74634,293.79636
Uganda,Buikwe,296.3828,294.51855,295.1922
Uganda,Bukedea,299.60132,295.78613,297.25925
Uganda,Bukomansimbi,296.85718,294.58813,295.6297
Uganda,Bukwo,297.38696,292.8252,295.14728
Uganda,Bulambuli,297.45898,293.75684,295.40656
Uganda,Buliisa,299.6504,297.43457,298.49332
Uganda,Bundibugyo,299.2461,295.59424,297.37433
Uganda,Bushenyi,296.3291,294.48462,295.67462
Uganda,Busia,296.54102,294.5713,295.41354
Uganda,Butaleja,296.72046,295.333,295.87643
Uganda,Butambala,296.89453,294.97485,295.6647
Uganda,Buvuma,297.42188,296.04126,296.73322
Uganda,Buyende,298.85742,296.37988,297.44122
Uganda,Dokolo,298.32617,295.3369,296.51935
Uganda,Gomba,296.0078,294.31543,294.86588
Uganda,Gulu,300.41406,296.5205,298.2023
Uganda,Hoima,299.6504,297.43457,298.49332
Uganda,Ibanda,297.25366,295.16626,296.55826
Uganda,Iganga,297.7129,295.60254,296.37418
Uganda,Isingiro,295.8955,294.39087,295.29117
Uganda,Jinja,296.3828,294.51855,295.1922
Uganda,Kaabong,298.61328,294.6631,296.7277
Uganda,Kabale,294.2002,292.1819,293.46695
Uganda,Kabarole,298.9944,296.4204,297.5898
Uganda,Kaberamaido,298.32617,295.3369,296.51935
Uganda,Kalangala,297.39453,295.79004,296.3771
Uganda,Kaliro,297.7129,295.60254,296.37418
Uganda,Kalungu,296.89453,294.97485,295.6647
Uganda,Kampala,295.69922,293.95996,294.6113
Uganda,Kamuli,297.23828,295.2041,295.8841
Uganda,Kamwenge,295.57422,293.68774,294.73434
Uganda,Kanungu,294.2002,292.1819,293.46695
Uganda,Kapchorwa,297.45898,293.75684,295.40656
Uganda,Kasese,292.87695,291.24902,291.9609
Uganda,Katakwi,298.63477,295.32324,296.70767
Uganda,Kayunga,298.85742,296.37988,297.44122
Uganda,Kibaale,297.11914,294.64282,295.78024
Uganda,Kibuku,296.72046,295.333,295.87643
Uganda,Kiruhura,296.87085,294.36548,295.7736
Uganda,Kiryandongo,298.85938,295.38574,296.74722
Uganda,Kisoro,294.2002,292.1819,293.46695
Uganda,Kitgum,297.92578,295.18066,296.57208
Uganda,Koboko,299.31836,294.88965,296.8571
Uganda,Kole,298.70117,295.78223,296.94333
Uganda,Kotido,298.61328,294.6631,296.7277
Uganda,Kumi,299.60132,295.78613,297.25925
Uganda,Kween,297.45898,293.75684,295.40656
Uganda,Kyankwanzi,297.25586,294.81348,295.7863
Uganda,Kyegegwa,297.0,294.23267,295.6232
Uganda,Kyenjojo,298.9944,296.4204,297.5898
Uganda,Lamwo,297.92578,295.18066,296.57208
Uganda,Lira,298.875,295.54785,296.92673
Uganda,Luuka,297.7129,295.60254,296.37418
Uganda,Luwero,296.97266,294.76855,295.49997
Uganda,Lwengo,295.88184,294.44556,295.18033
Uganda,Lyantonde,296.85718,294.58813,295.6297
Uganda,Manafwa,296.72046,295.333,295.87643
Uganda,Maracha,299.31836,294.88965,296.8571
Uganda,Masaka,296.89453,294.97485,295.6647
Uganda,Masindi,299.65234,296.12793,297.46335
Uganda,Mayuge,296.89648,294.96973,295.76788
Uganda,Mbale,296.72046,295.333,295.87643
Uganda,Mbarara,297.25366,295.16626,296.55826
Uganda,Mitooma,296.3291,294.48462,295.67462
Uganda,Mityana,296.0078,294.31543,294.86588
Uganda,Moroto,298.61328,294.6631,296.7277
Uganda,Moyo,302.00195,297.5459,299.46286
Uganda,Mpigi,296.89453,294.97485,295.6647
Uganda,Mubende,297.4082,295.00293,296.05142
Uganda,Mukono,297.23828,295.2041,295.8841
Uganda,Nakapiripirit,298.48804,294.53027,296.4085
Uganda,Nakaseke,296.97266,294.76855,295.49997
Uganda,Nakasongola,298.80078,296.17676,297.17398
Uganda,Namayingo,296.54102,294.5713,295.41354
Uganda,Namutumba,296.72046,295.333,295.87643
Uganda,Napak,298.48804,294.53027,296.4085
Uganda,Nebbi,300.9746,297.4204,298.89352
Uganda,Ngora,299.60132,295.78613,297.25925
Uganda,Ntoroko,298.9944,296.4204,297.5898
Uganda,Ntungamo,294.47852,292.74634,293.79636
Uganda,Nwoya,299.8379,295.69434,297.44708
Uganda,Otuke,299.01758,295.41504,296.95035
Uganda,Oyam,298.875,295.54785,296.92673
Uganda,Pader,298.98047,295.72363,297.2145
Uganda,Pallisa,298.82617,296.3545,297.36295
Uganda,Rakai,295.88184,294.44556,295.18033
Uganda,Rubirizi,296.87695,294.5901,295.74478
Uganda,Rukungiri,296.3291,294.48462,295.67462
Uganda,Serere,298.82617,296.3545,297.36295
Uganda,Sheema,294.47852,292.74634,293.79636
Uganda,Sironko,289.40625,287.37988,288.38068
Uganda,Soroti,298.32617,295.3369,296.51935
Uganda,Ssembabule,296.87085,294.36548,295.7736
Uganda,Tororo,296.72046,295.333,295.87643
Uganda,Wakiso,295.69922,293.95996,294.6113
Uganda,Yumbe,301.70703,296.6045,298.89273
Uganda,Zombo,297.08008,293.6162,295.1458
United Republic of Tanzania,Arusha,292.3877,290.3037,291.51852
United Republic of Tanzania,Dar es salaam,301.54688,297.96582,299.88312
United Republic of Tanzania,Dodoma,296.2744,292.19043,294.59567
United Republic of Tanzania,Geita,297.38086,296.14087,296.72818
United Republic of Tanzania,Iringa,298.83813,294.10645,296.5065
United Republic of Tanzania,Kagera,296.13965,294.18384,295.1909
United Republic of Tanzania,Kaskazini Pemba,301.01,297.70215,299.53302
United Republic of Tanzania,Kaskazini Unguja,301.03125,297.8623,299.64175
United Republic of Tanzania,Katavi,297.55762,295.0459,296.01608
United Republic of Tanzania,Kigoma,298.56543,295.68262,296.65543
United Republic of Tanzania,Kilimanjaro,291.33032,287.63574,289.68893
United Republic of Tanzania,Kusini Pemba,301.06274,297.7744,299.6258
United Republic of Tanzania,Kusini Unguja,301.3672,297.81934,299.71744
United Republic of Tanzania,Lindi,300.9121,297.542,299.5524
United Republic of Tanzania,Manyara,297.47876,291.99707,295.41193
United Republic of Tanzania,Mara,296.94775,295.7815,296.45294
United Republic of Tanzania,Mbeya,299.708,294.3506,296.38248
United Republic of Tanzania,Mjini Magharibi,301.3672,297.81934,299.71744
United Republic of Tanzania,Morogoro,297.03125,292.50684,295.2319
United Republic of Tanzania,Mtwara,300.0608,296.83496,298.71255
United Republic of Tanzania,Mwanza,297.44727,296.2561,296.86685
United Republic of Tanzania,Njombe,298.95605,293.80762,296.38638
United Republic of Tanzania,Pwani,301.0271,297.792,299.69235
United Republic of Tanzania,Rukwa,299.81152,294.958,296.78384
United Republic of Tanzania,Ruvuma,298.81274,293.90918,296.75177
United Republic of Tanzania,Shinyanga,296.41504,294.52563,295.5423
United Republic of Tanzania,Simiyu,296.44775,294.8733,295.7542
United Republic of Tanzania,Singida,296.37988,292.8252,294.3527
United Republic of Tanzania,Tabora,297.81348,295.14673,296.159
United Republic of Tanzania,Tanga,301.03125,297.8623,299.64175
Western Sahara,Rio De Oro,299.58447,291.79272,295.2337
Western Sahara,Saguia El Hamra,295.7251,289.86694,293.29572
Zambia,Central,298.26196,289.9541,294.38736
Zambia,Copperbelt,298.27832,290.9873,294.84195
Zambia,Eastern,301.05103,292.3291,296.54962
Zambia,Luapula,298.12012,293.51074,295.55222
Zambia,Lusaka,302.9436,291.59863,297.0895
Zambia,North-Western,297.02832,292.96777,294.93912
Zambia,Northern,299.5244,295.59668,297.73776
Zambia,Southern,300.14746,289.44434,294.84357
Zambia,Western,300.22754,291.56738,295.70456
Zimbabwe,Bulawayo,297.64478,287.1787,293.43668
Zimbabwe,Harare,297.38696,287.33496,292.91388
Zimbabwe,Manicaland,301.09204,290.3623,295.8032
Zimbabwe,Mashonaland Central,304.5393,293.19238,298.4821
Zimbabwe,Mashonaland East,304.26,293.02832,298.21417
Zimbabwe,Mashonaland West,304.6604,292.9619,298.45554
Zimbabwe,Masvingo,295.66626,285.79785,291.70767
Zimbabwe,Matabeleland North,302.8772,293.66113,298.71515
Zimbabwe,Matabeleland South,297.76978,287.3877,293.5584
Zimbabwe,Midlands,301.32056,291.26074,296.64337
